Date	Open	High	Low	Close	Volume	Adj Close	+/-	% change	
2016-10-07	38.080002	38.220001	37.779999	38.099998	16938000	38.099998	+	0.0525105014438	
2016-10-06	37.84	38.16	37.580002	38.07	15081900	38.07	+	0.607822410148	
2016-10-05	37.75	38.310001	37.639999	37.990002	22420800	37.990002	+	0.635766887417	
2016-10-04	37.77	37.939999	37.330002	37.540001	14393100	37.540001	-	-0.60894625364	
2016-10-03	37.689999	37.950001	37.529999	37.66	14113600	37.66	-	-0.0795940588908	
2016-09-30	37.470001	37.919998	37.439999	37.75	24279300	37.75	+	0.747261789505	
2016-09-29	37.490002	37.529999	37.00	37.32	17675000	37.32	-	-0.453459565033	
2016-09-28	37.310001	37.50	37.150002	37.439999	19020800	37.439999	+	0.348426685917	
2016-09-27	36.900002	37.220001	36.630001	37.18	22391600	37.18	+	0.758802126894	
2016-09-26	36.919998	36.939999	36.599998	36.650002	25518800	36.650002	-	-0.731300147958	
