Date	Open	High	Low	Close	Volume	Adj Close	+/-	% change	
2016-10-07	805.929993	805.940002	796.820007	800.710022	1163100	800.710022	-	-0.647695338967	
2016-10-06	804.080017	806.950012	800.51001	803.080017	1097800	803.080017	-	-0.124365732123	
2016-10-05	806.00	808.50	800.710022	801.22998	1208200	801.22998	-	-0.591813895782	
2016-10-04	805.00	806.50	799.669983	802.789978	1254200	802.789978	-	-0.27453689441	
2016-10-03	802.549988	803.539978	796.22998	800.380005	1486100	800.380005	-	-0.270386023606	
2016-09-30	803.599976	808.090027	801.50	804.059998	1626700	804.059998	+	0.0572451485489	
2016-09-29	807.22998	813.909973	800.859985	802.640015	1348200	802.640015	-	-0.568606854765	
2016-09-28	804.080017	810.25	802.780029	810.059998	1468800	810.059998	+	0.743704715149	
2016-09-27	801.830017	813.48999	801.830017	810.72998	1353900	810.72998	+	1.10995632632	
2016-09-26	809.820007	810.080017	800.450012	802.650024	1426900	802.650024	-	-0.885379829842	
