"Date"	"Tweet Prediction Date"	"Open"	"High"	"Low"	"Close"	"Volume"	"Ex-Dividend"	"Split Ratio"	"Adj. Open"	"Adj. High"	"Adj. Low"	"Adj. Close"	"Adj. Volume"	"+/-"	"% change"
"2016-07-01"	"2016-06-29"	"57.54"	"58.0"	"57.42"	"57.94"	"7868316.0"	"0.0"	"1.0"	"56.27150379025121"	"56.72136287512288"	"56.154149246371645"	"56.66268560318309"	"7868316.0"	"+"	"0.69516857838"
"2016-07-05"	"2016-07-03"	"57.78"	"58.17"	"57.78"	"58.0"	"7394103.0"	"0.0"	"1.0"	"56.506212878010345"	"56.88761514561893"	"56.506212878010345"	"56.72136287512288"	"7394103.0"	"+"	"0.380754586362"
"2016-07-06"	"2016-07-04"	"58.27"	"59.27"	"58.07"	"59.16"	"14327606.0"	"0.0"	"1.0"	"56.9854105988519"	"57.963365131181604"	"56.789819692385954"	"57.85579013262533"	"14327606.0"	"+"	"1.52737257594"
"2016-07-07"	"2016-07-05"	"58.89"	"59.02"	"58.29"	"58.78"	"9351899.0"	"0.0"	"1.0"	"57.591742408896316"	"57.71887649809918"	"57.00496968949849"	"57.48416741034005"	"9351899.0"	"-"	"-0.186788928511"
"2016-07-08"	"2016-07-06"	"58.98"	"59.57"	"58.8"	"59.35"	"9479430.0"	"0.0"	"1.0"	"57.67975831680598"	"58.25675149088051"	"57.50372650098664"	"58.04160149376798"	"9479430.0"	"+"	"0.627331298745"
"2016-07-11"	"2016-07-09"	"59.26"	"59.75"	"59.2"	"59.34"	"7336641.0"	"0.0"	"1.0"	"57.9535855858583"	"58.43278330669986"	"57.89490831391852"	"58.03182194844468"	"7336641.0"	"+"	"0.134998312521"
"2016-07-12"	"2016-07-10"	"59.27"	"59.79"	"59.075"	"59.6"	"8401273.0"	"0.0"	"1.0"	"57.963365131181604"	"58.471901487993044"	"57.77266399737731"	"58.286090126850404"	"8401273.0"	"+"	"0.556774084697"
"2016-07-13"	"2016-07-11"	"59.78"	"59.95"	"59.4801"	"59.55"	"6793085.0"	"0.0"	"1.0"	"58.462121942669754"	"58.628374213165806"	"58.16883337842407"	"58.237192400233916"	"6793085.0"	"-"	"-0.384744061559"
"2016-07-14"	"2016-07-12"	"59.87"	"59.93"	"59.48"	"59.65"	"7345381.0"	"0.0"	"1.0"	"58.55013785057942"	"58.608815122519204"	"58.16873558297083"	"58.334987853466885"	"7345381.0"	"-"	"-0.367462836145"
"2016-07-15"	"2016-07-13"	"59.8"	"59.93"	"59.25"	"59.63"	"8148190.0"	"0.0"	"1.0"	"58.48168103331634"	"58.608815122519204"	"57.94380604053501"	"58.3154287628203"	"8148190.0"	"-"	"-0.284280936455"
"2016-07-18"	"2016-07-16"	"59.0"	"59.49"	"58.715"	"59.02"	"8754197.0"	"0.0"	"1.0"	"57.69931740745258"	"58.17851512829414"	"57.420600365738615"	"57.71887649809918"	"8754197.0"	"+"	"0.0338983050847"
"2016-07-19"	"2016-07-17"	"59.08"	"59.495"	"58.56"	"58.66"	"8881337.0"	"0.0"	"1.0"	"57.777553770038956"	"58.18340490095578"	"57.26901741322751"	"57.36681286646048"	"8881337.0"	"-"	"-0.710900473934"
"2016-07-20"	"2016-07-18"	"59.0"	"59.119"	"58.76"	"58.79"	"6475748.0"	"0.0"	"1.0"	"57.69931740745258"	"57.815693996799816"	"57.46460831969345"	"57.49394695566334"	"6475748.0"	"-"	"-0.35593220339"
"2016-07-21"	"2016-07-19"	"59.0"	"59.105"	"58.56"	"58.79"	"6119844.0"	"0.0"	"1.0"	"57.69931740745258"	"57.80200263334719"	"57.26901741322751"	"57.49394695566334"	"6119844.0"	"-"	"-0.35593220339"
"2016-07-22"	"2016-07-20"	"58.99"	"59.08"	"58.55"	"58.82"	"6269481.0"	"0.0"	"1.0"	"57.689537862129285"	"57.777553770038956"	"57.25923786790421"	"57.52328559163323"	"6269481.0"	"-"	"-0.28818443804"
"2016-07-25"	"2016-07-23"	"58.63"	"58.88"	"57.98"	"58.56"	"8037217.0"	"0.0"	"1.0"	"57.33747423049059"	"57.58196286357302"	"56.701803784476276"	"57.26901741322751"	"8037217.0"	"-"	"-0.11939280232"
