"DATE","COMPANY","trusted","greatness","authentic","blockbuster","convenient","gaining","providence","thinner","benefits","improvements","perfection","helped","competitive","encourage","amusing","fair","right","interests","relaxed","clearly","luxury","enterprising","safe","loved","cheapest","humour","cleared","applaud","slick","uplifting","golden","reclaim","empower","benefit","scenic","serenity","excitement","work","invaluable","honoring","appeal","accomplish","instrumental","famous","keen","approval","favour","wonder","promising","comfort","benefits","upgraded","strongest","exceptional","unreal","loved","lover","helped","recommendation","quiet","cleaner","innovation","helping","superior","safely","thank","promise","favorite","generous","grateful","bullish","colorful","precise","afford","innovative","beloved","heaven","recommendations","honor","love","fresh","confidence","dynamic","significant","gains","foul","fail","virus","error","slump","volatility","dumping","anger","bugs","leaks","pan","broken","sucks","suffer","stuck","tumble","loser","disturb","bust","losing","neglect","scary","fever","scare","mistake","denied","vibrating","mysterious","conflict","hypocritical","bitch","sabotage","protest","deplorable","poorly","demonic","skinny","sharply","corrupt","gape","cheat","diss","slower","moan","dent","sued","hurt","tired","bust","bloody","illness","biases","abuses","slime","struck","emergency","illegal","damaging","blind","taboo","screwed","feint","regrets","anxiety","disprove","confront","blackmail","stupid","blunder","cruelty","delusional","overwhelmingly","phony","blasted","backward","crashes","drastically","ranting","crappy","intimidating","gossip","odd","insult","harms","absurd","invader","fails","vague","clash","scared","trick","dumb","+/-/="
"2016-09-19","Walmart","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000434216239687","0.0","0.0","0.00781589231437","0.0","0.0","0.000434216239687","0.0","0.0","0.000868432479375","0.000434216239687","0.000434216239687","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000434216239687","0.01389491967","0.0","0.0","0.000434216239687","0.0","0.0","0.000868432479375","0.0","0.0","0.0","0.000868432479375","0.0","0.0","0.0","0.000434216239687","0.0","0.0","0.0","0.000434216239687","0.0","0.0","0.0","0.0","0.0","0.000434216239687","0.0","0.0","0.0","0.00217108119844","0.000868432479375","0.000868432479375","0.0","0.0","0.000434216239687","0.0","0.0","0.000868432479375","0.0","0.0","0.0","0.0","0.0","0.00868432479375","0.00173686495875","0.0","0.0","0.0","0.0","0.0","0.000868432479375","0.0","0.0","0.0","0.000434216239687","0.0","0.0","0.0","0.0","0.0","0.000434216239687","0.000434216239687","0.0","0.00130264871906","0.0","0.0","0.0","0.0","0.000434216239687","0.0","0.0","0.000434216239687","0.0","0.000434216239687","0.000434216239687","0.0","0.0","0.0","0.0","0.0034737299175","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000434216239687","0.0","0.0","0.0","0.000434216239687","0.000868432479375","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000434216239687","0.0","0.0","0.0","0.000868432479375","0.0","0.0","0.000434216239687","0.0","0.0","0.0","0.00173686495875","0.0","0.0","0.000434216239687","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000434216239687","0.000868432479375","0.00130264871906","-"
"2016-09-20","Walmart","0.0","0.0","0.0","0.0","0.000777907429016","0.0","0.0","0.0","0.0","0.0","0.0","0.00116686114352","0.0","0.000388953714508","0.0","0.000777907429016","0.0101127965772","0.0","0.0","0.0","0.0","0.0","0.00116686114352","0.000777907429016","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000388953714508","0.000388953714508","0.0","0.0","0.000388953714508","0.0151691948658","0.0","0.0","0.0","0.0","0.0","0.000388953714508","0.0","0.0","0.0","0.00155581485803","0.0","0.0","0.0","0.000388953714508","0.0","0.0","0.0","0.000777907429016","0.000388953714508","0.00116686114352","0.0","0.0","0.0","0.000777907429016","0.0","0.0","0.0","0.00233372228705","0.00116686114352","0.00311162971606","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000388953714508","0.0","0.0","0.0105017502917","0.00155581485803","0.000388953714508","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000388953714508","0.0","0.0","0.000777907429016","0.0","0.0","0.0","0.0","0.0","0.0","0.00194476857254","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00388953714508","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000388953714508","0.00311162971606","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000388953714508","0.0","0.000388953714508","0.0","0.0","0.0","0.0","0.0","0.0","0.00272267600156","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000388953714508","0.0","0.0","-"
"2016-09-23","Walmart","0.000410004100041","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000410004100041","0.0","0.000410004100041","0.00574005740057","0.0","0.0","0.000820008200082","0.0","0.0","0.000820008200082","0.000410004100041","0.0","0.0","0.0","0.000410004100041","0.000410004100041","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00820008200082","0.0","0.0","0.000410004100041","0.0","0.0","0.0","0.0","0.0","0.0","0.00164001640016","0.0","0.0","0.0","0.00287002870029","0.0","0.0","0.0","0.000410004100041","0.0","0.0","0.0","0.000410004100041","0.0","0.0","0.0","0.0","0.0","0.00123001230012","0.000820008200082","0.00205002050021","0.000820008200082","0.0","0.0","0.0","0.0","0.000820008200082","0.0","0.0","0.0","0.0","0.0","0.00943009430094","0.000820008200082","0.0","0.0","0.0","0.00123001230012","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000410004100041","0.0","0.0","0.000820008200082","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00164001640016","0.0","0.0","0.000410004100041","0.0","0.0","0.0","0.0","0.0","0.00123001230012","0.0","0.000410004100041","0.0","0.0","0.0","0.000410004100041","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000410004100041","0.0","0.000410004100041","0.0","0.0","0.0","0.0","0.000410004100041","0.0","0.0","0.000410004100041","0.0","0.0","0.0","0.0","0.000410004100041","0.0","0.0","0.0","0.0","0.0","0.0","0.00205002050021","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000410004100041","0.0","0.0","0.00123001230012","0.000410004100041","0.000820008200082","-"
"2016-09-24","Walmart","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000742666171556","0.0","0.0","0.000371333085778","0.0","0.0","0.0","0.000371333085778","0.00445599702934","0.0","0.0","0.00111399925733","0.0","0.0","0.00148533234311","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0118826587449","0.0","0.0","0.000371333085778","0.0","0.0","0.000371333085778","0.0","0.0","0.0","0.00259933160045","0.0","0.0","0.000742666171556","0.0","0.0","0.0","0.0","0.0","0.0","0.000371333085778","0.0","0.0","0.000371333085778","0.0","0.000371333085778","0.000371333085778","0.0","0.00185666542889","0.000371333085778","0.00259933160045","0.0","0.0","0.0","0.0","0.0","0.00148533234311","0.0","0.0","0.0","0.0","0.000371333085778","0.0111399925733","0.000742666171556","0.000371333085778","0.0","0.0","0.0","0.0","0.000742666171556","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000371333085778","0.000742666171556","0.000371333085778","0.000371333085778","0.00148533234311","0.0","0.0","0.0","0.0","0.000742666171556","0.0","0.000371333085778","0.0","0.0","0.00297066468622","0.0","0.0","0.0","0.0","0.0","0.00297066468622","0.0","0.00111399925733","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000371333085778","0.000371333085778","0.00111399925733","0.0","0.000742666171556","0.0","0.0","0.0","0.0","0.000371333085778","0.0","0.0","0.0","0.000371333085778","0.0","0.0","0.0","0.000371333085778","0.000371333085778","0.0","0.0","0.0","0.000742666171556","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000371333085778","0.0","0.0","0.0","0.000371333085778","0.0","0.0","0.0","0.000371333085778","0.0","0.0","0.000742666171556","0.0","0.00185666542889","+"
"2016-09-25","Walmart","0.000397772474145","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000397772474145","0.0","0.0","0.00079554494829","0.0","0.000397772474145","0.0","0.00119331742243","0.00994431185362","0.0","0.0","0.00079554494829","0.0","0.0","0.00079554494829","0.000397772474145","0.0","0.0","0.000397772474145","0.000397772474145","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00954653937947","0.0","0.000397772474145","0.0","0.0","0.0","0.0","0.000397772474145","0.0","0.0","0.00159108989658","0.0","0.000397772474145","0.000397772474145","0.000397772474145","0.0","0.0","0.0","0.000397772474145","0.0","0.00079554494829","0.0","0.0","0.000397772474145","0.0","0.00119331742243","0.000397772474145","0.0","0.00159108989658","0.000397772474145","0.00159108989658","0.0","0.0","0.000397772474145","0.0","0.0","0.00119331742243","0.0","0.0","0.0","0.0","0.0","0.00994431185362","0.00079554494829","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000397772474145","0.00159108989658","0.0","0.00079554494829","0.0","0.0","0.0","0.0","0.000397772474145","0.0","0.00079554494829","0.0","0.000397772474145","0.0","0.0","0.0","0.0","0.0","0.0","0.00238663484487","0.0","0.000397772474145","0.00079554494829","0.0","0.0","0.000397772474145","0.0","0.000397772474145","0.0","0.0","0.000397772474145","0.0","0.0","0.0","0.00238663484487","0.00079554494829","0.00079554494829","0.0","0.0","0.0","0.000397772474145","0.000397772474145","0.0","0.000397772474145","0.0","0.0","0.0","0.000397772474145","0.0","0.0","0.0","0.0","0.000397772474145","0.0","0.0","0.0","0.00119331742243","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000397772474145","0.0","0.000397772474145","0.0","0.0","0.0","0.0","0.0","0.000397772474145","0.0","0.0","0.00079554494829","0.0","0.00079554494829","-"
"2016-09-26","Walmart","0.000771604938272","0.000385802469136","0.0","0.0","0.0","0.000385802469136","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000385802469136","0.0100308641975","0.000385802469136","0.0","0.000385802469136","0.0","0.0","0.0","0.000771604938272","0.000385802469136","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0135030864198","0.0","0.0","0.0","0.0","0.0","0.000771604938272","0.0","0.0","0.0","0.00192901234568","0.0","0.0","0.0","0.0","0.0","0.0","0.000385802469136","0.000771604938272","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00192901234568","0.0","0.00308641975309","0.0","0.000385802469136","0.000771604938272","0.000385802469136","0.0","0.000385802469136","0.0","0.0","0.0","0.0","0.000385802469136","0.00925925925926","0.00154320987654","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000771604938272","0.000771604938272","0.0","0.00192901234568","0.0","0.0","0.0","0.000385802469136","0.000771604938272","0.0","0.0","0.0","0.000385802469136","0.0","0.000771604938272","0.0","0.0","0.0","0.0","0.00308641975309","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000385802469136","0.0","0.00154320987654","0.000385802469136","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000385802469136","0.000385802469136","0.0","0.0","0.0","0.0","0.000385802469136","0.0","0.0","0.0","0.00231481481481","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000771604938272","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000771604938272","0.0","0.0","0.000385802469136","0.000385802469136","0.00115740740741","-"
"2016-09-27","Walmart","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00149309443822","0.010078387458","0.0","0.0","0.000373273609556","0.0","0.0","0.000373273609556","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0171705860396","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000373273609556","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000373273609556","0.0","0.000373273609556","0.0","0.0","0.000373273609556","0.0","0.0","0.0","0.0","0.0","0.00447928331467","0.000746547219112","0.00298618887645","0.000746547219112","0.0","0.0","0.0","0.0","0.000746547219112","0.0","0.0","0.0","0.0","0.0","0.0115714818962","0.00223964165733","0.0","0.0","0.0","0.000373273609556","0.0","0.000746547219112","0.0","0.0","0.0","0.0","0.0","0.0","0.000373273609556","0.0","0.0","0.0","0.000746547219112","0.0","0.000373273609556","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000373273609556","0.0","0.0","0.0","0.000373273609556","0.0","0.0","0.00373273609556","0.0","0.0","0.0","0.0","0.0","0.00111982082867","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000373273609556","0.0","0.000746547219112","0.0","0.0","0.0","0.0","0.0","0.000373273609556","0.00186636804778","0.0","0.000373273609556","0.0","0.000373273609556","0.0","0.0","0.0","0.000373273609556","0.000373273609556","0.0","0.0","0.0","0.00149309443822","0.0","0.0","0.000373273609556","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00261291526689","0.000373273609556","0.00111982082867","+"
"2016-09-30","Walmart","0.0","0.000398565165405","0.0","0.0","0.0","0.0","0.0","0.0","0.000797130330809","0.0","0.0","0.000797130330809","0.0","0.0","0.0","0.000797130330809","0.00956556396971","0.0","0.0","0.000398565165405","0.0","0.0","0.000398565165405","0.000398565165405","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0103626943005","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00239139099243","0.0","0.000398565165405","0.000797130330809","0.0","0.0","0.0","0.0","0.000398565165405","0.0","0.000797130330809","0.0","0.000398565165405","0.0","0.0","0.000797130330809","0.0","0.0","0.00239139099243","0.000797130330809","0.00159426066162","0.000398565165405","0.0","0.0","0.000398565165405","0.0","0.000797130330809","0.000398565165405","0.0","0.0","0.0","0.00119569549621","0.00956556396971","0.00119569549621","0.0","0.0","0.0","0.000797130330809","0.0","0.00159426066162","0.0","0.0","0.0","0.0","0.0","0.0","0.000398565165405","0.0","0.0","0.000398565165405","0.00119569549621","0.000398565165405","0.000797130330809","0.0","0.000398565165405","0.0","0.000398565165405","0.000797130330809","0.0","0.0","0.0","0.000797130330809","0.000398565165405","0.000398565165405","0.0","0.0","0.0","0.0","0.00398565165405","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00199282582702","0.000398565165405","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000797130330809","0.0","0.000398565165405","0.0","0.0","0.000398565165405","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000398565165405","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00119569549621","0.0","0.000797130330809","+"
"2016-10-01","Walmart","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000422475707647","0.0","0.0","0.0","0.0","0.0","0.000422475707647","0.0","0.0105618926912","0.0","0.0","0.000844951415294","0.0","0.0","0.0","0.0","0.0","0.0","0.000422475707647","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0101394169835","0.0","0.000422475707647","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000422475707647","0.0","0.0","0.000422475707647","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000422475707647","0.0","0.0","0.000422475707647","0.000422475707647","0.0","0.0","0.00126742712294","0.0","0.00126742712294","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000422475707647","0.0","0.000422475707647","0.00802703844529","0.00168990283059","0.0","0.0","0.000422475707647","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000844951415294","0.000422475707647","0.0","0.000422475707647","0.0","0.0","0.0","0.0","0.000422475707647","0.0","0.000422475707647","0.000422475707647","0.0","0.000422475707647","0.0","0.0","0.0","0.0","0.0","0.00337980566117","0.0","0.0","0.0","0.0","0.0","0.000422475707647","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000422475707647","0.000844951415294","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00295732995353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000422475707647","0.0","0.0","0.0","0.000422475707647","0.0","0.0","0.00253485424588","0.0","0.000422475707647","-"
"2016-10-02","Walmart","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000388048117967","0.0","0.000388048117967","0.0","0.000388048117967","0.0108653473031","0.0","0.0","0.000388048117967","0.0","0.0","0.000388048117967","0.000388048117967","0.0","0.0","0.0","0.000388048117967","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.011641443539","0.0","0.0","0.0","0.0","0.0","0.000388048117967","0.0","0.0","0.0","0.000776096235933","0.0","0.000776096235933","0.0","0.0","0.0","0.0","0.0","0.000388048117967","0.0","0.000388048117967","0.0","0.0","0.0","0.000388048117967","0.000388048117967","0.0","0.000388048117967","0.0011641443539","0.000388048117967","0.00271633682577","0.0","0.0","0.0","0.0","0.0","0.000776096235933","0.0","0.0","0.000388048117967","0.0","0.0","0.0131936360109","0.0011641443539","0.0","0.0","0.0","0.0","0.0","0.000776096235933","0.0","0.0","0.0","0.0","0.0","0.000388048117967","0.0","0.0","0.0","0.000776096235933","0.000776096235933","0.0","0.0011641443539","0.0","0.0","0.0","0.0","0.0","0.0","0.000388048117967","0.0","0.0","0.0","0.000388048117967","0.0","0.0","0.0","0.0","0.00620876988747","0.0","0.000388048117967","0.0","0.0","0.0","0.0","0.0","0.000388048117967","0.0","0.0","0.0","0.0","0.0","0.000388048117967","0.0","0.000388048117967","0.000388048117967","0.0","0.000776096235933","0.0","0.0","0.0","0.0","0.0","0.0","0.000388048117967","0.0","0.000388048117967","0.0","0.000388048117967","0.0","0.000388048117967","0.0011641443539","0.0","0.0","0.0","0.00194024058983","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000388048117967","0.0","0.0","0.000388048117967","0.000388048117967","0.0","0.0","0.0","0.000388048117967","0.0","0.0","0.0011641443539","0.0","0.0011641443539","-"
